country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Colombia,2012,male,35-54 years,455.0,5846650,7.78,Colombia2012,0.715,"3,69,65,97,00,376",8586.0,Generation X
Colombia,2012,female,15-24 years,151.0,4133625,3.65,Colombia2012,0.715,"3,69,65,97,00,376",8586.0,Millenials
Colombia,2012,female,25-34 years,73.0,3942505,1.85,Colombia2012,0.715,"3,69,65,97,00,376",8586.0,Millenials
Colombia,2012,female,55-74 years,41.0,2948489,1.39,Colombia2012,0.715,"3,69,65,97,00,376",8586.0,Boomers
Colombia,2012,female,35-54 years,83.0,6261133,1.33,Colombia2012,0.715,"3,69,65,97,00,376",8586.0,Generation X
Colombia,2012,male,5-14 years,44.0,4146398,1.06,Colombia2012,0.715,"3,69,65,97,00,376",8586.0,Generation Z
Colombia,2012,female,75+ years,6.0,642251,0.93,Colombia2012,0.715,"3,69,65,97,00,376",8586.0,Silent
Colombia,2012,female,5-14 years,33.0,3979277,0.83,Colombia2012,0.715,"3,69,65,97,00,376",8586.0,Generation Z
Colombia,2013,male,75+ years,69.0,470105,14.68,Colombia2013,0.718,"3,80,19,18,81,860",8731.0,Silent
Colombia,2013,male,15-24 years,450.0,4235904,10.62,Colombia2013,0.718,"3,80,19,18,81,860",8731.0,Millenials
Colombia,2013,male,55-74 years,260.0,2672132,9.73,Colombia2013,0.718,"3,80,19,18,81,860",8731.0,Boomers
Colombia,2013,male,25-34 years,381.0,3931611,9.69,Colombia2013,0.718,"3,80,19,18,81,860",8731.0,Millenials
Colombia,2013,male,35-54 years,462.0,5947520,7.77,Colombia2013,0.718,"3,80,19,18,81,860",8731.0,Generation X
Colombia,2013,female,15-24 years,141.0,4114036,3.43,Colombia2013,0.718,"3,80,19,18,81,860",8731.0,Millenials
Colombia,2013,female,25-34 years,81.0,3977885,2.04,Colombia2013,0.718,"3,80,19,18,81,860",8731.0,Millenials
Colombia,2013,female,35-54 years,101.0,6365459,1.59,Colombia2013,0.718,"3,80,19,18,81,860",8731.0,Generation X
Colombia,2013,female,55-74 years,41.0,3079952,1.33,Colombia2013,0.718,"3,80,19,18,81,860",8731.0,Boomers
Colombia,2013,male,5-14 years,41.0,4126269,0.99,Colombia2013,0.718,"3,80,19,18,81,860",8731.0,Generation Z
Colombia,2013,female,5-14 years,36.0,3959475,0.91,Colombia2013,0.718,"3,80,19,18,81,860",8731.0,Generation Z
Colombia,2013,female,75+ years,5.0,665950,0.75,Colombia2013,0.718,"3,80,19,18,81,860",8731.0,Silent
Colombia,2014,male,75+ years,83.0,486197,17.07,Colombia2014,0.72,"3,78,19,57,16,714",8591.0,Silent
Colombia,2014,male,15-24 years,480.0,4216293,11.38,Colombia2014,0.72,"3,78,19,57,16,714",8591.0,Millenials
Colombia,2014,male,55-74 years,283.0,2795271,10.12,Colombia2014,0.72,"3,78,19,57,16,714",8591.0,Boomers
Colombia,2014,male,25-34 years,395.0,3965410,9.96,Colombia2014,0.72,"3,78,19,57,16,714",8591.0,Millenials
Colombia,2014,male,35-54 years,477.0,6046987,7.89,Colombia2014,0.72,"3,78,19,57,16,714",8591.0,Generation X
Colombia,2014,female,15-24 years,132.0,4092325,3.23,Colombia2014,0.72,"3,78,19,57,16,714",8591.0,Millenials
Colombia,2014,female,25-34 years,82.0,4007103,2.05,Colombia2014,0.72,"3,78,19,57,16,714",8591.0,Millenials
Colombia,2014,female,55-74 years,43.0,3219142,1.34,Colombia2014,0.72,"3,78,19,57,16,714",8591.0,Boomers
Colombia,2014,female,35-54 years,82.0,6467724,1.27,Colombia2014,0.72,"3,78,19,57,16,714",8591.0,Generation X
Colombia,2014,male,5-14 years,37.0,4100740,0.9,Colombia2014,0.72,"3,78,19,57,16,714",8591.0,Generation Z
Colombia,2014,female,75+ years,5.0,690028,0.72,Colombia2014,0.72,"3,78,19,57,16,714",8591.0,Silent
Colombia,2014,female,5-14 years,27.0,3934580,0.69,Colombia2014,0.72,"3,78,19,57,16,714",8591.0,Generation Z
Costa Rica,1985,male,35-54 years,32.0,218000,14.68,Costa Rica1985,0.623,"4,79,66,28,461",2145.0,Silent
Costa Rica,1985,male,25-34 years,32.0,219000,14.61,Costa Rica1985,0.623,"4,79,66,28,461",2145.0,Boomers
Costa Rica,1985,male,55-74 years,12.0,91000,13.19,Costa Rica1985,0.623,"4,79,66,28,461",2145.0,G.I. Generation
Costa Rica,1985,male,15-24 years,33.0,285800,11.55,Costa Rica1985,0.623,"4,79,66,28,461",2145.0,Generation X
Costa Rica,1985,male,75+ years,1.0,13000,7.69,Costa Rica1985,0.623,"4,79,66,28,461",2145.0,G.I. Generation
Costa Rica,1985,female,15-24 years,8.0,274800,2.91,Costa Rica1985,0.623,"4,79,66,28,461",2145.0,Generation X
Costa Rica,1985,female,25-34 years,3.0,214000,1.4,Costa Rica1985,0.623,"4,79,66,28,461",2145.0,Boomers
Costa Rica,1985,female,35-54 years,3.0,216000,1.39,Costa Rica1985,0.623,"4,79,66,28,461",2145.0,Silent
Costa Rica,1985,female,55-74 years,1.0,97000,1.03,Costa Rica1985,0.623,"4,79,66,28,461",2145.0,G.I. Generation
Costa Rica,1985,male,5-14 years,2.0,300800,0.66,Costa Rica1985,0.623,"4,79,66,28,461",2145.0,Generation X
Costa Rica,1985,female,5-14 years,1.0,288800,0.35,Costa Rica1985,0.623,"4,79,66,28,461",2145.0,Generation X
Costa Rica,1985,female,75+ years,0.0,18000,0.0,Costa Rica1985,0.623,"4,79,66,28,461",2145.0,G.I. Generation
Costa Rica,1990,male,75+ years,5.0,19000,26.32,Costa Rica1990,0.652,"7,40,34,57,319",2817.0,G.I. Generation
Costa Rica,1990,male,35-54 years,49.0,276000,17.75,Costa Rica1990,0.652,"7,40,34,57,319",2817.0,Silent
Costa Rica,1990,male,55-74 years,15.0,113000,13.27,Costa Rica1990,0.652,"7,40,34,57,319",2817.0,G.I. Generation
Costa Rica,1990,male,15-24 years,35.0,294000,11.9,Costa Rica1990,0.652,"7,40,34,57,319",2817.0,Generation X
Costa Rica,1990,male,25-34 years,31.0,267000,11.61,Costa Rica1990,0.652,"7,40,34,57,319",2817.0,Boomers
Costa Rica,1990,female,75+ years,1.0,23800,4.2,Costa Rica1990,0.652,"7,40,34,57,319",2817.0,G.I. Generation
Costa Rica,1990,female,35-54 years,6.0,273000,2.2,Costa Rica1990,0.652,"7,40,34,57,319",2817.0,Silent
Costa Rica,1990,female,15-24 years,5.0,283000,1.77,Costa Rica1990,0.652,"7,40,34,57,319",2817.0,Generation X
Costa Rica,1990,female,55-74 years,2.0,119000,1.68,Costa Rica1990,0.652,"7,40,34,57,319",2817.0,G.I. Generation
Costa Rica,1990,female,25-34 years,3.0,259000,1.16,Costa Rica1990,0.652,"7,40,34,57,319",2817.0,Boomers
Costa Rica,1990,male,5-14 years,4.0,358000,1.12,Costa Rica1990,0.652,"7,40,34,57,319",2817.0,Generation X
Costa Rica,1990,female,5-14 years,1.0,343000,0.29,Costa Rica1990,0.652,"7,40,34,57,319",2817.0,Generation X
Costa Rica,1995,male,35-54 years,62.0,362400,17.11,Costa Rica1995,0.682,"11,51,34,72,694",3672.0,Boomers
Costa Rica,1995,male,25-34 years,45.0,306500,14.68,Costa Rica1995,0.682,"11,51,34,72,694",3672.0,Generation X
Costa Rica,1995,male,55-74 years,19.0,140300,13.54,Costa Rica1995,0.682,"11,51,34,72,694",3672.0,Silent
Costa Rica,1995,male,15-24 years,40.0,339200,11.79,Costa Rica1995,0.682,"11,51,34,72,694",3672.0,Generation X
Costa Rica,1995,male,75+ years,2.0,23800,8.4,Costa Rica1995,0.682,"11,51,34,72,694",3672.0,G.I. Generation
Costa Rica,1995,female,15-24 years,13.0,322600,4.03,Costa Rica1995,0.682,"11,51,34,72,694",3672.0,Generation X
Costa Rica,1995,female,35-54 years,11.0,357400,3.08,Costa Rica1995,0.682,"11,51,34,72,694",3672.0,Boomers
Costa Rica,1995,female,55-74 years,4.0,146500,2.73,Costa Rica1995,0.682,"11,51,34,72,694",3672.0,Silent
Costa Rica,1995,female,25-34 years,7.0,296100,2.36,Costa Rica1995,0.682,"11,51,34,72,694",3672.0,Generation X
Costa Rica,1995,male,5-14 years,5.0,414500,1.21,Costa Rica1995,0.682,"11,51,34,72,694",3672.0,Millenials
Costa Rica,1995,female,5-14 years,1.0,395000,0.25,Costa Rica1995,0.682,"11,51,34,72,694",3672.0,Millenials
Costa Rica,1995,female,75+ years,0.0,30900,0.0,Costa Rica1995,0.682,"11,51,34,72,694",3672.0,G.I. Generation
Costa Rica,2000,male,75+ years,6.0,35531,16.89,Costa Rica2000,0.704,"14,94,95,14,585",4233.0,G.I. Generation
Costa Rica,2000,male,35-54 years,77.0,463390,16.62,Costa Rica2000,0.704,"14,94,95,14,585",4233.0,Boomers
Costa Rica,2000,male,25-34 years,50.0,304784,16.41,Costa Rica2000,0.704,"14,94,95,14,585",4233.0,Generation X
Costa Rica,2000,male,15-24 years,53.0,366507,14.46,Costa Rica2000,0.704,"14,94,95,14,585",4233.0,Generation X
Costa Rica,2000,male,55-74 years,24.0,183691,13.07,Costa Rica2000,0.704,"14,94,95,14,585",4233.0,Silent
Costa Rica,2000,female,25-34 years,11.0,305607,3.6,Costa Rica2000,0.704,"14,94,95,14,585",4233.0,Generation X
Costa Rica,2000,female,75+ years,1.0,46564,2.15,Costa Rica2000,0.704,"14,94,95,14,585",4233.0,G.I. Generation
Costa Rica,2000,female,15-24 years,7.0,354767,1.97,Costa Rica2000,0.704,"14,94,95,14,585",4233.0,Generation X
Costa Rica,2000,female,55-74 years,3.0,192579,1.56,Costa Rica2000,0.704,"14,94,95,14,585",4233.0,Silent
Costa Rica,2000,female,35-54 years,5.0,465213,1.07,Costa Rica2000,0.704,"14,94,95,14,585",4233.0,Boomers
Costa Rica,2000,female,5-14 years,1.0,397794,0.25,Costa Rica2000,0.704,"14,94,95,14,585",4233.0,Millenials
Costa Rica,2000,male,5-14 years,1.0,414994,0.24,Costa Rica2000,0.704,"14,94,95,14,585",4233.0,Millenials
Costa Rica,2005,male,35-54 years,98.0,530417,18.48,Costa Rica2005,0.723,"19,95,21,56,475",5133.0,Boomers
Costa Rica,2005,male,55-74 years,35.0,228210,15.34,Costa Rica2005,0.723,"19,95,21,56,475",5133.0,Silent
Costa Rica,2005,male,25-34 years,48.0,324955,14.77,Costa Rica2005,0.723,"19,95,21,56,475",5133.0,Generation X
Costa Rica,2005,male,15-24 years,44.0,405622,10.85,Costa Rica2005,0.723,"19,95,21,56,475",5133.0,Millenials
Costa Rica,2005,male,75+ years,4.0,45822,8.73,Costa Rica2005,0.723,"19,95,21,56,475",5133.0,Silent
Costa Rica,2005,female,15-24 years,14.0,391463,3.58,Costa Rica2005,0.723,"19,95,21,56,475",5133.0,Millenials
Costa Rica,2005,female,35-54 years,16.0,537986,2.97,Costa Rica2005,0.723,"19,95,21,56,475",5133.0,Boomers
Costa Rica,2005,female,25-34 years,7.0,322680,2.17,Costa Rica2005,0.723,"19,95,21,56,475",5133.0,Generation X
Costa Rica,2005,female,55-74 years,2.0,237549,0.84,Costa Rica2005,0.723,"19,95,21,56,475",5133.0,Silent
Costa Rica,2005,female,5-14 years,2.0,392773,0.51,Costa Rica2005,0.723,"19,95,21,56,475",5133.0,Millenials
Costa Rica,2005,male,5-14 years,2.0,410294,0.49,Costa Rica2005,0.723,"19,95,21,56,475",5133.0,Millenials
Costa Rica,2005,female,75+ years,0.0,59325,0.0,Costa Rica2005,0.723,"19,95,21,56,475",5133.0,Silent
Costa Rica,2010,male,25-34 years,74.0,371498,19.92,Costa Rica2010,0.75,"37,26,86,35,287",8906.0,Generation X
Costa Rica,2010,male,35-54 years,106.0,581171,18.24,Costa Rica2010,0.75,"37,26,86,35,287",8906.0,Generation X
Costa Rica,2010,male,55-74 years,36.0,274921,13.09,Costa Rica2010,0.75,"37,26,86,35,287",8906.0,Silent
Costa Rica,2010,male,75+ years,7.0,57885,12.09,Costa Rica2010,0.75,"37,26,86,35,287",8906.0,Silent
Costa Rica,2010,male,15-24 years,40.0,420069,9.52,Costa Rica2010,0.75,"37,26,86,35,287",8906.0,Millenials
Costa Rica,2010,female,25-34 years,12.0,364253,3.29,Costa Rica2010,0.75,"37,26,86,35,287",8906.0,Generation X
Costa Rica,2010,female,35-54 years,16.0,592166,2.7,Costa Rica2010,0.75,"37,26,86,35,287",8906.0,Generation X
Costa Rica,2010,female,15-24 years,10.0,404425,2.47,Costa Rica2010,0.75,"37,26,86,35,287",8906.0,Millenials
Costa Rica,2010,female,55-74 years,5.0,287471,1.74,Costa Rica2010,0.75,"37,26,86,35,287",8906.0,Silent
Costa Rica,2010,male,5-14 years,5.0,386778,1.29,Costa Rica2010,0.75,"37,26,86,35,287",8906.0,Generation Z
Costa Rica,2010,female,5-14 years,0.0,369792,0.0,Costa Rica2010,0.75,"37,26,86,35,287",8906.0,Generation Z
Costa Rica,2010,female,75+ years,0.0,74234,0.0,Costa Rica2010,0.75,"37,26,86,35,287",8906.0,Silent
Costa Rica,2011,male,25-34 years,72.0,379928,18.95,Costa Rica2011,0.756,"42,26,26,97,840",9978.0,Millenials
Costa Rica,2011,male,75+ years,9.0,60741,14.82,Costa Rica2011,0.756,"42,26,26,97,840",9978.0,Silent
Costa Rica,2011,male,35-54 years,85.0,589634,14.42,Costa Rica2011,0.756,"42,26,26,97,840",9978.0,Generation X
Costa Rica,2011,male,55-74 years,40.0,285540,14.01,Costa Rica2011,0.756,"42,26,26,97,840",9978.0,Boomers
Costa Rica,2011,male,15-24 years,52.0,419970,12.38,Costa Rica2011,0.756,"42,26,26,97,840",9978.0,Millenials
Costa Rica,2011,female,15-24 years,20.0,404197,4.95,Costa Rica2011,0.756,"42,26,26,97,840",9978.0,Millenials
Costa Rica,2011,female,55-74 years,8.0,299105,2.67,Costa Rica2011,0.756,"42,26,26,97,840",9978.0,Boomers
Costa Rica,2011,female,35-54 years,14.0,600898,2.33,Costa Rica2011,0.756,"42,26,26,97,840",9978.0,Generation X
Costa Rica,2011,female,25-34 years,8.0,371907,2.15,Costa Rica2011,0.756,"42,26,26,97,840",9978.0,Millenials
Costa Rica,2011,male,5-14 years,5.0,381413,1.31,Costa Rica2011,0.756,"42,26,26,97,840",9978.0,Generation Z
Costa Rica,2011,female,75+ years,1.0,77576,1.29,Costa Rica2011,0.756,"42,26,26,97,840",9978.0,Silent
Costa Rica,2011,female,5-14 years,2.0,364605,0.55,Costa Rica2011,0.756,"42,26,26,97,840",9978.0,Generation Z
Costa Rica,2012,male,35-54 years,94.0,598555,15.7,Costa Rica2012,0.761,"46,47,31,28,286",10832.0,Generation X
Costa Rica,2012,male,25-34 years,55.0,387974,14.18,Costa Rica2012,0.761,"46,47,31,28,286",10832.0,Millenials
Costa Rica,2012,male,15-24 years,58.0,419511,13.83,Costa Rica2012,0.761,"46,47,31,28,286",10832.0,Millenials
Costa Rica,2012,male,55-74 years,40.0,297364,13.45,Costa Rica2012,0.761,"46,47,31,28,286",10832.0,Boomers
Costa Rica,2012,male,75+ years,8.0,63663,12.57,Costa Rica2012,0.761,"46,47,31,28,286",10832.0,Silent
Costa Rica,2012,female,35-54 years,16.0,609857,2.62,Costa Rica2012,0.761,"46,47,31,28,286",10832.0,Generation X
Costa Rica,2012,female,15-24 years,10.0,403604,2.48,Costa Rica2012,0.761,"46,47,31,28,286",10832.0,Millenials
Costa Rica,2012,female,55-74 years,6.0,311981,1.92,Costa Rica2012,0.761,"46,47,31,28,286",10832.0,Boomers
Costa Rica,2012,female,25-34 years,7.0,379310,1.85,Costa Rica2012,0.761,"46,47,31,28,286",10832.0,Millenials
Costa Rica,2012,male,5-14 years,5.0,377001,1.33,Costa Rica2012,0.761,"46,47,31,28,286",10832.0,Generation Z
Costa Rica,2012,female,5-14 years,3.0,360319,0.83,Costa Rica2012,0.761,"46,47,31,28,286",10832.0,Generation Z
Costa Rica,2012,female,75+ years,0.0,81071,0.0,Costa Rica2012,0.761,"46,47,31,28,286",10832.0,Silent
Costa Rica,2013,male,25-34 years,75.0,395371,18.97,Costa Rica2013,0.764,"49,74,50,88,112",11443.0,Millenials
Costa Rica,2013,male,75+ years,12.0,66659,18.0,Costa Rica2013,0.764,"49,74,50,88,112",11443.0,Silent
Costa Rica,2013,male,55-74 years,49.0,310249,15.79,Costa Rica2013,0.764,"49,74,50,88,112",11443.0,Boomers
Costa Rica,2013,male,35-54 years,82.0,607709,13.49,Costa Rica2013,0.764,"49,74,50,88,112",11443.0,Generation X
Costa Rica,2013,male,15-24 years,48.0,418437,11.47,Costa Rica2013,0.764,"49,74,50,88,112",11443.0,Millenials
Costa Rica,2013,female,25-34 years,11.0,386168,2.85,Costa Rica2013,0.764,"49,74,50,88,112",11443.0,Millenials
Costa Rica,2013,female,35-54 years,13.0,618837,2.1,Costa Rica2013,0.764,"49,74,50,88,112",11443.0,Generation X
Costa Rica,2013,female,15-24 years,8.0,402392,1.99,Costa Rica2013,0.764,"49,74,50,88,112",11443.0,Millenials
Costa Rica,2013,male,5-14 years,6.0,373658,1.61,Costa Rica2013,0.764,"49,74,50,88,112",11443.0,Generation Z
Costa Rica,2013,female,55-74 years,5.0,325956,1.53,Costa Rica2013,0.764,"49,74,50,88,112",11443.0,Boomers
Costa Rica,2013,female,75+ years,1.0,84743,1.18,Costa Rica2013,0.764,"49,74,50,88,112",11443.0,Silent
Costa Rica,2013,female,5-14 years,1.0,357050,0.28,Costa Rica2013,0.764,"49,74,50,88,112",11443.0,Generation Z
Costa Rica,2014,male,55-74 years,46.0,323941,14.2,Costa Rica2014,0.766,"50,57,77,69,838",11485.0,Boomers
Costa Rica,2014,male,35-54 years,76.0,616724,12.32,Costa Rica2014,0.766,"50,57,77,69,838",11485.0,Generation X
Costa Rica,2014,male,25-34 years,49.0,401836,12.19,Costa Rica2014,0.766,"50,57,77,69,838",11485.0,Millenials
Costa Rica,2014,male,15-24 years,43.0,416344,10.33,Costa Rica2014,0.766,"50,57,77,69,838",11485.0,Millenials
Costa Rica,2014,male,75+ years,6.0,69706,8.61,Costa Rica2014,0.766,"50,57,77,69,838",11485.0,Silent
Costa Rica,2014,female,25-34 years,12.0,392153,3.06,Costa Rica2014,0.766,"50,57,77,69,838",11485.0,Millenials
Costa Rica,2014,female,15-24 years,12.0,400170,3.0,Costa Rica2014,0.766,"50,57,77,69,838",11485.0,Millenials
Costa Rica,2014,female,75+ years,2.0,88574,2.26,Costa Rica2014,0.766,"50,57,77,69,838",11485.0,Silent
Costa Rica,2014,female,35-54 years,11.0,627502,1.75,Costa Rica2014,0.766,"50,57,77,69,838",11485.0,Generation X
Costa Rica,2014,female,55-74 years,5.0,340748,1.47,Costa Rica2014,0.766,"50,57,77,69,838",11485.0,Boomers
Costa Rica,2014,female,5-14 years,3.0,354701,0.85,Costa Rica2014,0.766,"50,57,77,69,838",11485.0,Generation Z
Costa Rica,2014,male,5-14 years,3.0,371275,0.81,Costa Rica2014,0.766,"50,57,77,69,838",11485.0,Generation Z
Croatia,1995,male,75+ years,77.0,73500,104.76,Croatia1995,0.694,"22,38,75,61,845",4978.0,G.I. Generation
Croatia,1995,male,55-74 years,216.0,418200,51.65,Croatia1995,0.694,"22,38,75,61,845",4978.0,Silent
Croatia,1995,male,35-54 years,226.0,659600,34.26,Croatia1995,0.694,"22,38,75,61,845",4978.0,Boomers
Croatia,1995,female,75+ years,39.0,147800,26.39,Croatia1995,0.694,"22,38,75,61,845",4978.0,G.I. Generation
Croatia,1995,male,25-34 years,89.0,356100,24.99,Croatia1995,0.694,"22,38,75,61,845",4978.0,Generation X
Croatia,1995,male,15-24 years,73.0,334000,21.86,Croatia1995,0.694,"22,38,75,61,845",4978.0,Generation X
Croatia,1995,female,55-74 years,99.0,544100,18.2,Croatia1995,0.694,"22,38,75,61,845",4978.0,Silent
Croatia,1995,female,35-54 years,65.0,649700,10.0,Croatia1995,0.694,"22,38,75,61,845",4978.0,Boomers
Croatia,1995,female,25-34 years,21.0,349900,6.0,Croatia1995,0.694,"22,38,75,61,845",4978.0,Generation X
Croatia,1995,female,15-24 years,17.0,322000,5.28,Croatia1995,0.694,"22,38,75,61,845",4978.0,Generation X
Croatia,1995,male,5-14 years,6.0,328700,1.83,Croatia1995,0.694,"22,38,75,61,845",4978.0,Millenials
Croatia,1995,female,5-14 years,1.0,313800,0.32,Croatia1995,0.694,"22,38,75,61,845",4978.0,Millenials
Croatia,2000,male,75+ years,77.0,74000,104.05,Croatia2000,0.749,"21,77,42,73,832",5288.0,G.I. Generation
Croatia,2000,male,55-74 years,229.0,379300,60.37,Croatia2000,0.749,"21,77,42,73,832",5288.0,Silent
Croatia,2000,male,35-54 years,249.0,572300,43.51,Croatia2000,0.749,"21,77,42,73,832",5288.0,Boomers
Croatia,2000,female,75+ years,50.0,144600,34.58,Croatia2000,0.749,"21,77,42,73,832",5288.0,G.I. Generation
Croatia,2000,male,25-34 years,77.0,332900,23.13,Croatia2000,0.749,"21,77,42,73,832",5288.0,Generation X
Croatia,2000,female,55-74 years,99.0,506700,19.54,Croatia2000,0.749,"21,77,42,73,832",5288.0,Silent
Croatia,2000,male,15-24 years,57.0,302700,18.83,Croatia2000,0.749,"21,77,42,73,832",5288.0,Generation X
Croatia,2000,female,35-54 years,64.0,579800,11.04,Croatia2000,0.749,"21,77,42,73,832",5288.0,Boomers
Croatia,2000,female,25-34 years,12.0,329100,3.65,Croatia2000,0.749,"21,77,42,73,832",5288.0,Generation X
Croatia,2000,female,15-24 years,9.0,291900,3.08,Croatia2000,0.749,"21,77,42,73,832",5288.0,Generation X
Croatia,2000,male,5-14 years,3.0,309500,0.97,Croatia2000,0.749,"21,77,42,73,832",5288.0,Millenials
Croatia,2000,female,5-14 years,0.0,295200,0.0,Croatia2000,0.749,"21,77,42,73,832",5288.0,Millenials
Croatia,2005,male,75+ years,78.0,91654,85.1,Croatia2005,0.782,"45,41,63,58,502",10722.0,Silent
Croatia,2005,male,55-74 years,247.0,436810,56.55,Croatia2005,0.782,"45,41,63,58,502",10722.0,Silent
Croatia,2005,male,35-54 years,227.0,643382,35.28,Croatia2005,0.782,"45,41,63,58,502",10722.0,Boomers
Croatia,2005,female,75+ years,45.0,190621,23.61,Croatia2005,0.782,"45,41,63,58,502",10722.0,Silent
Croatia,2005,male,25-34 years,58.0,306107,18.95,Croatia2005,0.782,"45,41,63,58,502",10722.0,Generation X
Croatia,2005,female,55-74 years,76.0,534353,14.22,Croatia2005,0.782,"45,41,63,58,502",10722.0,Silent
Croatia,2005,male,15-24 years,39.0,297901,13.09,Croatia2005,0.782,"45,41,63,58,502",10722.0,Millenials
Croatia,2005,female,35-54 years,68.0,647419,10.5,Croatia2005,0.782,"45,41,63,58,502",10722.0,Boomers
Croatia,2005,female,25-34 years,25.0,299476,8.35,Croatia2005,0.782,"45,41,63,58,502",10722.0,Generation X
Croatia,2005,female,15-24 years,9.0,286454,3.14,Croatia2005,0.782,"45,41,63,58,502",10722.0,Millenials
Croatia,2005,male,5-14 years,2.0,256833,0.78,Croatia2005,0.782,"45,41,63,58,502",10722.0,Millenials
Croatia,2005,female,5-14 years,0.0,244865,0.0,Croatia2005,0.782,"45,41,63,58,502",10722.0,Millenials
Croatia,2010,male,75+ years,99.0,114205,86.69,Croatia2010,0.807,"59,82,95,74,391",14232.0,Silent
Croatia,2010,male,55-74 years,215.0,461893,46.55,Croatia2010,0.807,"59,82,95,74,391",14232.0,Silent
Croatia,2010,male,35-54 years,186.0,621977,29.9,Croatia2010,0.807,"59,82,95,74,391",14232.0,Generation X
Croatia,2010,female,75+ years,46.0,221668,20.75,Croatia2010,0.807,"59,82,95,74,391",14232.0,Silent
Croatia,2010,male,15-24 years,40.0,272848,14.66,Croatia2010,0.807,"59,82,95,74,391",14232.0,Millenials
Croatia,2010,male,25-34 years,44.0,316471,13.9,Croatia2010,0.807,"59,82,95,74,391",14232.0,Generation X
Croatia,2010,female,55-74 years,75.0,541827,13.84,Croatia2010,0.807,"59,82,95,74,391",14232.0,Silent
Croatia,2010,female,35-54 years,50.0,627682,7.97,Croatia2010,0.807,"59,82,95,74,391",14232.0,Generation X
Croatia,2010,female,15-24 years,13.0,261670,4.97,Croatia2010,0.807,"59,82,95,74,391",14232.0,Millenials
Croatia,2010,female,25-34 years,7.0,306249,2.29,Croatia2010,0.807,"59,82,95,74,391",14232.0,Generation X
Croatia,2010,female,5-14 years,1.0,222940,0.45,Croatia2010,0.807,"59,82,95,74,391",14232.0,Generation Z
Croatia,2010,male,5-14 years,0.0,234533,0.0,Croatia2010,0.807,"59,82,95,74,391",14232.0,Generation Z
Croatia,2011,male,75+ years,95.0,118029,80.49,Croatia2011,0.814,"62,37,50,44,443",14890.0,Silent
Croatia,2011,male,55-74 years,188.0,467142,40.24,Croatia2011,0.814,"62,37,50,44,443",14890.0,Boomers
Croatia,2011,male,35-54 years,148.0,616577,24.0,Croatia2011,0.814,"62,37,50,44,443",14890.0,Generation X
Croatia,2011,male,25-34 years,63.0,314331,20.04,Croatia2011,0.814,"62,37,50,44,443",14890.0,Millenials
Croatia,2011,female,75+ years,43.0,225925,19.03,Croatia2011,0.814,"62,37,50,44,443",14890.0,Silent
Croatia,2011,female,55-74 years,68.0,545430,12.47,Croatia2011,0.814,"62,37,50,44,443",14890.0,Boomers
Croatia,2011,male,15-24 years,24.0,269755,8.9,Croatia2011,0.814,"62,37,50,44,443",14890.0,Millenials
Croatia,2011,female,35-54 years,52.0,621895,8.36,Croatia2011,0.814,"62,37,50,44,443",14890.0,Generation X
Croatia,2011,female,25-34 years,11.0,304202,3.62,Croatia2011,0.814,"62,37,50,44,443",14890.0,Millenials
Croatia,2011,female,15-24 years,8.0,258495,3.09,Croatia2011,0.814,"62,37,50,44,443",14890.0,Millenials
Croatia,2011,male,5-14 years,2.0,229413,0.87,Croatia2011,0.814,"62,37,50,44,443",14890.0,Generation Z
Croatia,2011,female,5-14 years,0.0,217835,0.0,Croatia2011,0.814,"62,37,50,44,443",14890.0,Generation Z
Croatia,2012,male,75+ years,99.0,122607,80.75,Croatia2012,0.817,"56,56,54,75,275",13952.0,Silent
Croatia,2012,male,55-74 years,207.0,465550,44.46,Croatia2012,0.817,"56,56,54,75,275",13952.0,Boomers
Croatia,2012,male,35-54 years,201.0,591018,34.01,Croatia2012,0.817,"56,56,54,75,275",13952.0,Generation X
Croatia,2012,female,75+ years,46.0,232222,19.81,Croatia2012,0.817,"56,56,54,75,275",13952.0,Silent
Croatia,2012,male,25-34 years,51.0,294314,17.33,Croatia2012,0.817,"56,56,54,75,275",13952.0,Millenials
Croatia,2012,male,15-24 years,35.0,256849,13.63,Croatia2012,0.817,"56,56,54,75,275",13952.0,Millenials
Croatia,2012,female,55-74 years,73.0,541956,13.47,Croatia2012,0.817,"56,56,54,75,275",13952.0,Boomers
Croatia,2012,female,35-54 years,42.0,594104,7.07,Croatia2012,0.817,"56,56,54,75,275",13952.0,Generation X
Croatia,2012,female,25-34 years,13.0,283419,4.59,Croatia2012,0.817,"56,56,54,75,275",13952.0,Millenials
Croatia,2012,female,15-24 years,5.0,245431,2.04,Croatia2012,0.817,"56,56,54,75,275",13952.0,Millenials
Croatia,2012,male,5-14 years,3.0,219008,1.37,Croatia2012,0.817,"56,56,54,75,275",13952.0,Generation Z
Croatia,2012,female,5-14 years,1.0,207818,0.48,Croatia2012,0.817,"56,56,54,75,275",13952.0,Generation Z
Croatia,2013,male,75+ years,85.0,126153,67.38,Croatia2013,0.817,"58,08,58,56,019",14362.0,Silent
Croatia,2013,male,55-74 years,174.0,469173,37.09,Croatia2013,0.817,"58,08,58,56,019",14362.0,Boomers
